source,target,relationship,properties
Amrtarista,Shuntha API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""798372-1"", ""quantity"": ""Rhizome"", ""pharmacopoeia_ref"": ""Zingiber officinale""}"
Amrtarista,Marica API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""682369-1"", ""quantity"": ""Fruit"", ""pharmacopoeia_ref"": ""Piper nigrum""}"
Amrtarista,Pippala API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""682031-1"", ""quantity"": ""Fruit"", ""pharmacopoeia_ref"": ""Piper longum""}"
Amrtarista,Nagakesara API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""428832-1"", ""quantity"": ""Stamens"", ""pharmacopoeia_ref"": ""Mesua ferrea""}"
Amrtarista,Abda (Musta API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""305797-1"", ""quantity"": ""Rhizome"", ""pharmacopoeia_ref"": ""Cyperus rotundus""}"
Amrtarista,Katva (Katuka API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""808408-1"", ""quantity"": ""Rhizome"", ""pharmacopoeia_ref"": ""Picrorhiza kurroa""}"
Amrtarista,Prativisa (Ativisa) API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""707427-1"", ""quantity"": ""Root"", ""pharmacopoeia_ref"": ""Aconitum heterophyllum""}"
Amrtarista,Vatsabaja (Indrayava API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""79291-1"", ""quantity"": ""Seed"", ""pharmacopoeia_ref"": ""Holarrhena antidysenterica""}"
Amrtarista,3245;21623,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""All Types Of Jvara""}"
Amrutadi Guggulu,3592,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Vatarakta""}"
Amrutadi Kashaya,6648,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Amavata""}"
Amrutadi Kwatha,3592,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Vatarakta""}"
Amrutottaram Kwatha,3245;21623,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Jwara""}"
Anandabhairava Rasa,2637;2638,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Atisara""}"
Anandabhairava Rasa,2504,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Atisara""}"
Anandabhairava Rasa,3245;21623,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Jwara""}"
Anu Taila,Javanta API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""20009712-1"", ""quantity"": ""Root"", ""pharmacopoeia_ref"": ""Leptadenia reticulata""}"
Anu Taila,Jala (Hravera API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""446211-1"", ""quantity"": ""Root"", ""pharmacopoeia_ref"": ""Coleus vettiveroides""}"
Anu Taila,Devadaru API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""676701-1"", ""quantity"": ""Heart wood"", ""pharmacopoeia_ref"": ""Cedrus deodara""}"
Anu Taila,Jalada (Musta API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""305797-1"", ""quantity"": ""Rhizome"", ""pharmacopoeia_ref"": ""Cyperus rotundus""}"
Anu Taila,Tvak API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""1166647-2"", ""quantity"": ""Stem bark"", ""pharmacopoeia_ref"": ""Cinnamomum zeylanicum""}"
Anu Taila,Sevya (Usara API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""264824-2"", ""quantity"": ""Root"", ""pharmacopoeia_ref"": ""Vetiveria zizanioides""}"
Anu Taila,Gopa (Shveta Sariva API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""60443873-2"", ""quantity"": ""Root"", ""pharmacopoeia_ref"": ""Hemidesmus indicus""}"
Anu Taila,Hima (Shveta Candana API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""780592-1"", ""quantity"": ""Heart wood"", ""pharmacopoeia_ref"": ""Santalum album""}"
Anu Taila,Darva (Daruharidra API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""106428-1"", ""quantity"": ""Stem"", ""pharmacopoeia_ref"": ""Berberis aristata""}"
Anu Taila,Madhuka (Yasta API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""496941-1"", ""quantity"": ""Root"", ""pharmacopoeia_ref"": ""Glycyrrhiza glabra""}"
Anu Taila,Plava (Kaivarta Musta (API)),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""305856-1"", ""quantity"": ""Rhizome"", ""pharmacopoeia_ref"": ""Cyperus scariosus""}"
Anu Taila,Agaru API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""830814-1"", ""quantity"": ""Heart wood"", ""pharmacopoeia_ref"": ""Aquilaria agallocha""}"
Anu Taila,Vara (Shatavara API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""531271-1"", ""quantity"": ""Root"", ""pharmacopoeia_ref"": ""Asparagus racemosus""}"
Anu Taila,Pundrahva (Prapaundaraka API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""605422-1"", ""quantity"": ""Flower"", ""pharmacopoeia_ref"": ""Nelumbo nucifera""}"
Anu Taila,Bilva API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""770819-1"", ""quantity"": ""Rt.∗/ St. Bk."", ""pharmacopoeia_ref"": ""Aegle marmelos""}"
Anu Taila,Utpala API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""605715-1"", ""quantity"": ""Flower"", ""pharmacopoeia_ref"": ""Nymphaea stellata""}"
Anu Taila,Dhavanadvaya,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""NA"", ""quantity"": ""NA"", ""pharmacopoeia_ref"": ""NA""}"
Anu Taila,Brihata API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""819582-1"", ""quantity"": ""Whole plant"", ""pharmacopoeia_ref"": ""Solanum indicum""}"
Anu Taila,Kantakara API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""821175-1"", ""quantity"": ""Whole plant"", ""pharmacopoeia_ref"": ""Solanum surratense""}"
Anu Taila,Surabhi (Rasna API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""77124381-1"", ""quantity"": ""Rt.*/ Lf."", ""pharmacopoeia_ref"": ""Pluchea lancolata""}"
Anu Taila,Sthiradvaya,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""NA"", ""quantity"": ""NA"", ""pharmacopoeia_ref"": ""NA""}"
Anu Taila,Shalaparna API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""491754-1"", ""quantity"": ""Whole plant"", ""pharmacopoeia_ref"": ""Desmodium gangeticum""}"
Anu Taila,Prisniparna API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""524417-1"", ""quantity"": ""Whole plant"", ""pharmacopoeia_ref"": ""Uraria picta""}"
Anu Taila,Kriimihara (Vidanga API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""588451-1"", ""quantity"": ""Fruit"", ""pharmacopoeia_ref"": ""Embelia ribes""}"
Anu Taila,Patra (Tvakpatra API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""463718-1"", ""quantity"": ""Leaf"", ""pharmacopoeia_ref"": ""Cinnamomum tamala""}"
Anu Taila,Truti (Suksmaila API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""796556-1"", ""quantity"": ""Seed"", ""pharmacopoeia_ref"": ""Elettaria cardamomum""}"
Anu Taila,Renuka API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""865894-1"", ""quantity"": ""Seed"", ""pharmacopoeia_ref"": ""Vitex negundo""}"
Anu Taila,Kamalakinjalka (Kamala API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""605422-1"", ""quantity"": ""Androecium"", ""pharmacopoeia_ref"": ""Nelumbo nucifera""}"
Anu Taila,Jala API for decoction,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""NA"", ""quantity"": ""–"", ""pharmacopoeia_ref"": ""Potable Water""}"
Anu Taila,Drugs 1-24 for Kalka,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""NA"", ""quantity"": ""NA"", ""pharmacopoeia_ref"": ""NA""}"
Anu Taila,Taila (Tila Taila API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""NA"", ""quantity"": ""–"", ""pharmacopoeia_ref"": ""Sesame oil""}"
Anu Taila,Ajadugdha (Ajadugdha API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""NA"", ""quantity"": ""–"", ""pharmacopoeia_ref"": ""Goat milk""}"
Anu Taila,4236,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Tvakrauksya""}"
Apamarga Ksara,Apamarga API Bhasma,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""2468-2"", ""quantity"": ""Whole plant"", ""pharmacopoeia_ref"": ""Achyranthes aspera""}"
Apamarga Ksara,Jala API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""NA"", ""quantity"": ""NA"", ""pharmacopoeia_ref"": ""Water""}"
Apamarga Ksara,20991,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""AjirnA""}"
Apamarga Ksara,3750,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""KrMi""}"
Apamarga Ksara,2675,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""AjirnA""}"
Apamarga Ksara,11609,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Sharkara""}"
Apamarga Ksara,3870,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Arsa""}"
Apamarga Ksara,20710,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Arsa""}"
Apamarga Ksara,3935,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Antarvidradhi""}"
Apamarga Ksara,21329,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Anaha""}"
Apamarga Ksara,3407,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Vishoocika""}"
Apamarga Ksara,7754,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Sharkara""}"
Apamarga Ksara,21488,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Gulma""}"
Apamarga Ksara,11637;19849,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Asmari""}"
Apamarga Ksara,2678;21184,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Shvasa""}"
Apamarga Ksara,11252,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Alasaka""}"
Apamarga Ksara,1773,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Asmari""}"
Apamarga Ksara,4952,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Grahani""}"
Apamarga Ksara,1259;21450,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Aruci""}"
Apamarga Ksara,1412,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Shvasa""}"
Apamarga Ksara Taila,Marga Ksara,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""2468-2"", ""quantity"": ""Water soluble ash of Pl."", ""pharmacopoeia_ref"": ""Achyranthes aspera""}"
Apamarga Ksara Taila,Jala API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""NA"", ""quantity"": ""–"", ""pharmacopoeia_ref"": ""Potable Water""}"
Apamarga Ksara Taila,Apamarga API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""2468-2"", ""quantity"": ""Whole plant"", ""pharmacopoeia_ref"": ""Achyranthes aspera""}"
Apamarga Ksara Taila,Taila (Tila Taila API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""NA"", ""quantity"": ""–"", ""pharmacopoeia_ref"": ""Sesame oil""}"
Apamarga Ksara Taila,2380;21654,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Badhirya""}"
Apamarga Ksara Taila,7453;21652,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Karnanada""}"
Apamarga Tandula,5644,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Sthaulya""}"
Aragvadha,6527,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Bhagandara""}"
Aragvadha,20710,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Arsha""}"
Aragvadha,3266,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Parikartika""}"
Aragvadha,3870,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Arsha""}"
Aragvadhadi kwatha churna,6968,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Kustha""}"
Aragvadhadi kwatha churna,6970,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Kustha""}"
Aragvadhadi kwatha churna,6368,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Kandu""}"
Aragvadhadi kwatha churna,21274,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Prameha""}"
Aragvadhadi kwatha churna,5155;15856,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Chardi""}"
Aragvadhadi kwatha churna,10404,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Chardi""}"
Aragvadhadi kwatha churna,21246,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Kandu""}"
Aragvadhadi kwatha churna,7914;20962,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Chardi""}"
Aragvadharista,6406,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Ekakushta""}"
Aravind,Aravinda (Kamala API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""605422-1"", ""quantity"": ""Flower"", ""pharmacopoeia_ref"": ""Nelumbo nucifera""}"
Aravind,Usara API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""264824-2"", ""quantity"": ""Root"", ""pharmacopoeia_ref"": ""Vetivera zizanioides""}"
Aravind,Kasmara (Gambhara API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""77159191-1"", ""quantity"": ""Fruit"", ""pharmacopoeia_ref"": ""Gmelina arborea""}"
Aravind,Nalotpala (Utpala API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""605715-1"", ""quantity"": ""Flower"", ""pharmacopoeia_ref"": ""Nymphaea stellata""}"
Aravind,Manjistha API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""765218-1"", ""quantity"": ""Root"", ""pharmacopoeia_ref"": ""Rubia cordifolia""}"
Aravind,Bala API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""563600-1"", ""quantity"": ""Root"", ""pharmacopoeia_ref"": ""Sida cordifolia""}"
Aravind,MaÆsa (JatamaÆsa API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""859418-1"", ""quantity"": ""Rhizome"", ""pharmacopoeia_ref"": ""Nardostachys jatamansi""}"
Aravind,Ela (Suksmaila API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""796556-1"", ""quantity"": ""Seed"", ""pharmacopoeia_ref"": ""Elettaria cardamomum""}"
Aravind,Ambuda (Musta API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""305797-1"", ""quantity"": ""Rhizome"", ""pharmacopoeia_ref"": ""Cyperus rotundus""}"
Aravind,Shariva (Shveta Sariva API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""60443873-2"", ""quantity"": ""Root"", ""pharmacopoeia_ref"": ""Hemidesmus indicus""}"
Aravind,Shiva (Harataka API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""171037-1"", ""quantity"": ""Pericarp"", ""pharmacopoeia_ref"": ""Terminalia chebula""}"
Aravind,Bibhataka API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""170982-1"", ""quantity"": ""Pericarp"", ""pharmacopoeia_ref"": ""Terminalia bellirica""}"
Aravind,Vaca API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""84009-1"", ""quantity"": ""Rhizome"", ""pharmacopoeia_ref"": ""Acorus calamus""}"
Aravind,Dhatra (Amalaka API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""345266-1"", ""quantity"": ""Pericarp"", ""pharmacopoeia_ref"": ""Emblica officinalis""}"
Aravind,Shata API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""796894-1"", ""quantity"": ""Rhizome"", ""pharmacopoeia_ref"": ""Hedychium spicatum""}"
Aravind,Shyama (Trivrit API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""269996-1"", ""quantity"": ""Root"", ""pharmacopoeia_ref"": ""Ipomoea turpethum""}"
Aravind,Nalina (Nala API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""500111-1"", ""quantity"": ""Root"", ""pharmacopoeia_ref"": ""Indigofera tinctoria""}"
Aravind,Patola API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""294185-1"", ""quantity"": ""Lf. / Pl."", ""pharmacopoeia_ref"": ""Trichosanthes dioica""}"
Aravind,Parpata API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""673065-1"", ""quantity"": ""Whole plant"", ""pharmacopoeia_ref"": ""Fumaria parviflora""}"
Aravind,Partha (Arjuna API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""170962-1"", ""quantity"": ""Stem bark"", ""pharmacopoeia_ref"": ""Terminalia arjuna""}"
Aravind,Madhuka API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""787489-1"", ""quantity"": ""Flower"", ""pharmacopoeia_ref"": ""Madhuca indica""}"
Aravind,Madhuka (Yasta API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""496941-1"", ""quantity"": ""Root"", ""pharmacopoeia_ref"": ""Glycyrrhiza glabra""}"
Aravind,Mura API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""544743-1"", ""quantity"": ""Root"", ""pharmacopoeia_ref"": ""Selinium tenuifolium""}"
Aravind,Draksa API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""30478388-2"", ""quantity"": ""Dry Fr."", ""pharmacopoeia_ref"": ""Vitis vinifera""}"
Aravind,Dhataka API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""554290-1"", ""quantity"": ""Flower"", ""pharmacopoeia_ref"": ""Woodfordia fruticosa""}"
Aravind,Jala,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""NA"", ""quantity"": ""NA"", ""pharmacopoeia_ref"": ""Water""}"
Aravind,Sharkara API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""NA"", ""quantity"": ""NA"", ""pharmacopoeia_ref"": ""Sugar""}"
Aravind,Maksika (Madhu API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""NA"", ""quantity"": ""NA"", ""pharmacopoeia_ref"": ""Honey""}"
Aravind,247,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Balaksaya""}"
Aravind,15921,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Grahadosa""}"
Aravind,2767;21464,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Karsya""}"
Aravind,2674,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Agnimandya""}"
Aravindasava,15921,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Graha Dosha""}"
Aravindasava,2767;21464,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Karshya""}"
Aravindasava,2674,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Agnimandya""}"
Ardhabilva kwatha churna,2740;21211,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Sopha""}"
Ardhabilva kwatha churna,2245,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Malabandha""}"
Ardraka khanda avaleha,2678;21184,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Swasa""}"
Ardraka khanda avaleha,1412,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Swasa""}"
Ardraka khanda avaleha,6368,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Kandu""}"
Ardraka khanda avaleha,7585,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Rajayakshma""}"
Ardraka khanda avaleha,2282;21170,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Kasa""}"
Ardraka khanda avaleha,21246,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Kandu""}"
Ardraka khanda avaleha,21463,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Rajayakshma""}"
Ardraka khanda avaleha,7793;19639,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Kotha""}"
Ardraka khanda avaleha,4305;21103,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Shotha""}"
Ardraka khanda avaleha,1259;21450,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Aruci""}"
Ardraka khanda avaleha,1621,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Raktapitta""}"
Ardraka khanda avaleha,21108,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Raktapitta""}"
Arimedadi Taila,Khadira API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""469951-1"", ""quantity"": ""Wd."", ""pharmacopoeia_ref"": ""Acacia catechu""}"
Arimedadi Taila,Arimedavalka (Arimeda API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""470752-1"", ""quantity"": ""Stem bark"", ""pharmacopoeia_ref"": ""Acacia leucophloea""}"
Arimedadi Taila,Jala API for decoction,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""NA"", ""quantity"": ""–"", ""pharmacopoeia_ref"": ""Potable Water""}"
